50,"近日有許多萌萌粉專瘋狂轉傳一張【第一次公投就上手懶人包】的圖片 看似好心羅列所有今年底的公投題目與說明 但仔細看便會發現 其中針對 #平權公投 兩案的說明有誤導、曲解之虞！ 　 感謝 全面罷免 Total Recall 迅速製作了更正版，清楚明瞭地說明了平權兩案的主文真意 ✅14號婚姻平權公投： 同性伴侶結婚適用民法，婚姻的義務與權利不分異同 ✅15號公投： 落實完整的性平教育，讓孩子學習多元、平等與友善尊重 　 如果你也在臉書、LINE 群組看到那張貌似中立，其實懷抱惡意的圖片 請轉傳此張更正版圖片作為回應並協助溝通吧～ 　 11/24 到你戶籍地的投票所，投下兩好三壞 票號 14, 15 同意 票號  10, 11, 12 不同意 　 就差這步，這一次，讓我們一起回家投票 就差這步，這一次，我們將讓愛裡不再有局外人💕 　 #vote4lgbt 加入「兩好三壞」陣營的官方 line@ 突破同溫層，幫助長輩破除錯誤訊息 https://line.me/R/ti/p/%402yes3no"
51,"10/20，當反方動員人力掃街時，我們收到許多支持朋友擔憂的訊息。 我們知道大家都很焦慮、煎熬，甚至可能覺得憤怒。 除了坐在家裡等，還有什麼積極的反制作為嗎？ 其實，最好的反制，就是在 11/24 投下兩好三壞！ 　 不過，在這之前，每個人都可以找到自己最好的戰鬥位置。我們有四點建議，你可以： 1️⃣ 成為 #鍵盤小老師 教教大家怎樣投票 2️⃣ 當做 #闢謠中繼站 向長輩、異溫層傳遞正確訊息 3️⃣ 報名 #監票志工 史無前例的大選，需要你守護民主 4️⃣ 走上街頭，當 #街頭志工，親身接觸每個人，最有感！ 　 過去兩個月，我們大家創造了公投史的奇蹟。 最後一段路，我們會創造民主史上的奇蹟。 11/24 到你戶籍地的投票所，投下兩好三壞 票號 14, 15 同意 10, 11, 12 不同意 　 就差這步，這一次，讓我們一起回家投票 就差這步，這一次，我們將讓愛裡不再有局外人💕 #vote4lgbt 　 加入「兩好三壞」陣營的官方 line@  突破同溫層，幫助長輩破除錯誤訊息 https://line.me/R/ti/p/%402yes3no"
52,"平權公投 x Justfont 特別企劃 #平權公投芳名錄 感謝先前在各地募集連署書的朋友們 在平權公投送案時，仍有持續陸續收到四面八方而來的連署書🏳‍🌈 那些來不及更新的名單，在此我們致上誠摯的謝意。 一張張連署書，帶我們走到平權的最後一哩路 11/24  一起回到戶籍地投公投票✅ 　 平權議題相關共有五案，平權公投兩案，愛家（反同）公投三案 　 平權路上， #兩好三壞 票號 14, 15 同意 10, 11, 12 不同意 　 就差這步，這一次，讓我們一起回家投票 就差這步，這一次，我們將讓愛裡不再有局外人💕 #vote4lgbt --- 🏳️‍🌈 總部・彙整連署仍需援手 🏳️‍🌈 我們需要有人力持續協助整理連署書，統計、分析數據資料，蓄集公民力量，以利日後政治遊說。 【總部地址】新北市三重區三和路三段 16 巷 1 號 【開放時間】每天下午 13:00 至晚上 22:00 【緊急衝刺】10/20 (六) 下午 13:00 至 10/22 (一) 晚上 18:00，連續不間斷！ 【報名方式】事前線上填寫表單： https://goo.gl/eqhksv"
53,"夫夫之道Fufuknows是從發起平權公投時就大力協助支持的夥伴們之一🌈🌈🌈 這次攜手 婚姻平權大平台-兩好三壞投出幸福未來的欣潔要來用輕鬆簡單的方式告訴大家 ✅11/24 只要年滿18歲 務必回家投公投票✅ 　 平權議題相關共有五案，平權公投兩案，愛家（反同）公投三案 　 平權路上， #兩好三壞 票號 14, 15 同意 10, 11, 12 不同意 　 就差這步，這一次，讓我們一起回家投票 就差這步，這一次，我們將讓愛裡不再有局外人💕"
54,"【平權募款明細公告】 感謝在嘖嘖募資時加入平權前夕．彩虹起義推動平權的2647位得力夥伴。 九月結束，平權公投也完成了一個階段性任務。我們謹慎使用每一筆募得的經費，希望能確實的讓每一份支持，成為改變社會的力量。 這份明細，可以看見能達到有史上最高的合格率不是偶然的奇蹟，而是因為每一個人的參與，讓它一步步成真。 這份明細，可以看見眾人真摯渴望平權社會的心，正邁向最後一哩路，實踐平權社會。 👉二階段（107/04/18-09/30）募款明細 https://reurl.cc/Kx4Yn 我們也會同步公開上傳在嘖嘖平台 🌈最後一哩路，讓我們一起我們去完成 11/24 一起回到戶籍地的投票所，投下關鍵的一票 『平權議題相關共有五案，平權公投兩案，愛家（反同）公投三案』 　 平權路上， #兩好三壞  票號 14, 15 同意 票號 10, 11, 12 不同意 #vote4lgbt"
55,"🌈【11/24 回家投票，完整每一個家】 愛最大  影片釋出✨ 對你來說，家是什麼？ 可能是醒來時聽到的一句早安。 可能是回家時那淡淡的一句「我回來了」。 可能，是一張溫暖的床，一個熟悉的擁抱，或一頓簡單的晚餐。 人在外面走闖久了，有時會累，會痛，總會渴望家的溫暖，渴望有這樣一個地方：因為有了愛，所以能無條件包容我們的任性、軟弱，包容我們一切的一切。 人因為先有了愛，才有了家。 只是，在這土地上，有些人的愛始終沒辦法得到認可，對他們來說，家是如此熟悉，卻又遙不可及。 這一次，讓我們一起，還給每個人平等的權利，擁有家，擁抱愛❤ 一起加入 A-Lin 920 小S 徐熙娣 任家萱 Selina 田馥甄 Hebe 陳嘉樺 Ella 柯佳嬿 Alice Ko 謝坤達(KunDa)唯一官方粉絲專頁 陶晶瑩 李李仁 賈靜雯AlyssaChia 修杰楷 11/24  一起回家支持平權公投，完整每一個家。 只差這一步， 將學會愛與尊重的權利還給每一個孩子。 將相愛成家的權利還給每一對戀人。 將溫柔與善良還給這個社會。 🌈分享你的愛 立即臉書分享愛最大10/16首波宣傳影片（https://pse.is/BA2TB），截圖並私訊傳至愛最大粉絲專頁，告知姓名地址，即可獲得電繡彩V徽章（限量5000份） 🌈11/24回到戶籍地的投票所 平權路上， #兩好三壞 兩好：平權公投兩案—票號 14, 15—投同意 三壞：愛家（反同）公投—票號 10, 11, 12 —投不同意 #vote4lgbt #就差這一步讓愛沒有局外人"
56,"【就差這步，讓愛沒有局外人】 　 就在今日，中選會正式宣佈，婚姻平權兩案通過層層審核，順利綁上年底大選。 是的，這些日子以來，平權公投的連署書募集速度，超越其他公投案的超高合格率，種種消息都讓人感到振奮。 　 但這條路，還有最後也是最重要的一關要過，那就是年底 11/24 的投票。 　 我們必須號召更多人，一同投下每一張關鍵的選票，才能真正走完這條路，走向那個我們企盼已久的明天。 投下這一票，讓人們聽見我們的聲音，而我們一直熱切盼著的那個日子，輪廓也將越來越清晰。 　 我們的法律，將會保障每個相愛的人，都能有平等的機會走入婚姻。 我們的法律，能夠讓每個成長中的孩子，更溫柔細膩的理解這個世界，懂得真正的尊重與包容。 　 我們的社會，將一步一步消去不該存在的歧視與偏見，將會一畝一畝灑下人權與自由的種子。而後，我們可以更堅定地等待著這些開花結果。 我們一直熱切盼著的那個日子，終將會由我們自己，用我們的雙手，一點一點慢慢實現。 　 就這一次，讓我們一起。 11/24 號，一起回到戶籍地的投票所。 　 『平權議題相關共有五案，平權公投兩案，愛家（反同）公投三案』 　 平權路上， #兩好三壞  票號 14, 15 同意  10, 11, 12 不同意  　 就差這步，這一次，讓我們一起回家投票。 就差這步，這一次，我們將讓愛裡不再有局外人。 ——— 平權公投，重要資訊 ——— 最新訊息、如何協助、重要通知，都在官方 line@  馬上加入 👉👉👉 https://goo.gl/E1iVtq 或是 ID 搜尋：@2yes3no  #就差一步 #讓愛沒有局外人"
57,
58,🎉徵集時間最短，合格率最高的平權公投🎉 #精準民意展現 #需要用力分享 我們的兩個公投案，合格率是所有公投裡面最高的🌈 　 因為這一張張連署書，都是來自一雙雙心急如焚的手、來自每一封心意深重的信件。 最高的合格率，要感謝志工們親自上街一張一張不厭其煩地解說 最高的合格率，要感謝志工們不眠不休查對堆積如山的連署書 最高的合格率，要感謝每一個你願意鼓氣勇氣邀請親朋好友們一同為平權簽下奇蹟 看到這些紮紮實實最真實的聲音，我們知道只要我們願意努力，我們絕對不會輸。 讓我們把握每一次對話的機會，繼續用公民的力量捍衛平權💪💪💪 🏳‍🌈今年 11/24 ，讓我們好好投下關鍵的票，好好走完這一哩路🏳‍🌈 　 【正式新聞稿】 平權公投連署創紀錄 合格率史上最高 苗博雅：總統是否有看見公民的力量？ 👉歡迎取用 http://bit.ly/2A3dJ2b  　 【各大媒體消息】 上報｜2同婚公投均達42萬份 合格率9案中最高 👉https://www.upmedia.mg/news_info.php?SerialNo=49710 新頭殼newtalk｜婚姻平權2公投連署達二階段門檻 合格率創下最高 👉https://newtalk.tw/news/view/2018-10-11/150998 ETtoday新聞雲｜影／模範生？婚姻平權2案死亡連署不到百人 公投成案跨門檻 👉https://www.ettoday.net/news/20181011/1278532.htm#ixzz5TbWjRqRz 自由時報｜挺同兩公投案過關 可望綁年底大選 👉http://news.ltn.com.tw/news/politics/breakingnews/2577270 蘋果日報 台灣 ｜中選會：婚姻平權2公投案 連署合格數通過門檻 👉https://tw.appledaily.com/new/realtime/20181011/1445534/
59,距離公投最後投票日剩下 45 天。 這幾天，各個已達標送件的公投案都陸續宣布成案了，今年年底 11/24 ，我們將會迎來史上第一次透過公民投票，決定臺灣未來的那一天。 這段時間，每個投入平權運動的夥伴，都付出數倍於往日的心力，希望能以最好的狀態，在這一天讓全國的人們聽見我們的聲音。 為此，有幾件事在此聲明： 1. 婚姻平權大平台與平權公投團隊已針對「數位行銷」、「地方組織」與「法律政策」建立溝通對話窗口，定期開會並分享現有的資源。 2. 將整合對「平權公投」的兩個同意票、與對「愛家公投」的三個不同意票之相關訊息，在文宣與數位宣傳上共享資源、同步資訊，一同宣傳這個具體目標為贏得勝利全力以赴。 3. 在各地的組織行動上，婚姻平權大平台與平權公投團隊將協力合作，以現有組織系統為主，統整地方支持者與志工夥伴，保持溝通系統的暢通。 4. 兩方將秉持著合作的最大誠意，努力與各界保持溝通，整合婚姻平權運動的有限資源贏得這場公投選戰。 我們的資源不多，但我們有堅定而溫柔的信念，我們也相信，這些資源的整合，一直到整個公投的完成，都只是平權路上的一個關卡。 最後，公投只是近期最後一個里程碑，但我們真正期待的，是一個不再有歧視與傷害的明天。 說好了，就一起好好前行。 讓我們盡最大的努力，迎來更好的臺灣。 *** 萌萌假新聞太多啦！該怎麼辦呢？ 看起來你需要一些闢謠工具！請參考 婚姻平權大平台-相挺為平權，全民撐同志 出品的 〈我有很多同志朋友，然後呢？〉 http://equallove.tw/articles/98 #平權志工培訓課程ComingSoon
60,距離年底九合一選舉的投票日，已經進入倒數49天。  在9月4日、5日這兩天，我們交出了進百萬份的連署書，件數遠遠超過門檻。雖然仍然有待中選會開會並公布確定成案，我們才能正式進入最後階段，全力進行各種宣傳行動，然而，如果真的等到中選會公布後才開始著手，那麼必定會錯失很多先機。  分分秒秒依然緊迫，在中選會公布以前，我們不能只是坐等消息傳來。  我們知道許多志工仍然懷有無比的熱情，至今在街頭上，也依舊能見到他們熱情地與民眾溝通。感謝你們填補了公布成案之前的這段空窗期，繼續讓台灣各地保有彩虹的身影。也再次和所有一路走來的夥伴們，說聲辛苦了。  和我們站在同一陣線的所有團體，也都正持續積極整合資源，以確保在11月24日選舉當天，能讓台灣社會絕大多數的民眾對平權公投的兩案大聲說「是」，也對愛家公投三案大聲說「不」。歡迎所有支持我們的夥伴與志工，繼續加入我們行動的行列。  除了街頭，目前的三重總部也需要少量人手的協助。  在上個階段，因為必須趕上公投綁大選送件時間的緣故，其實還有許多連署書，不管是來不及造冊、製作影本的，或是各地熱心的朋友壓線也要堅持送到的，這些都還收藏在三重總部。我們計畫持續清點這些還沒來得及整理的連署書，協助我們統計各地連署書的數量，也將分析這些數據資料，以利日後政治遊說。  從10月8日起至公投日11月24日為止（除10月27日「台灣同志遊行」之外），三重總部將持續開放，並從原本整理、匯集連署書的據點，逐漸轉型為持續推動這次平權公投的運作基地。每日開放時間為下午1:00至晚上10:00。  如果您在10月16日之前有意願前來幫忙，歡迎在這段時間內前來。 有意願的志工朋友，還請幫忙一下 「來之前請填寫排班表單」 「來之前請填寫排班表單」 「來之前請填寫排班表單」 ：（https://docs.google.com/spreadsheets/d/1tbcKrW9DxO69qlRUO51LsC7RabBQds61L9g9Iz-_7Bk/edit?usp=sharing）。 以避免辦公室人力飽和，消耗不必要的人力與熱情。  在公投確定成案之後，我們也將儘速公布相關宣傳行動的訊息，請持續關注我們的粉絲頁。  最後，再次感謝所有夥伴的付出。  最後一哩路，讓我們一起延續奇蹟，讓「兩好三壞」成真。
61,【1124返家投票，兩好三壞，投出台灣幸福未來 聯合聲明】 　　 從真愛聯盟攻擊性別平等教育、護家盟阻擋婚姻平權法案，到下一代幸福聯盟發起名為「愛家」，實為充滿歧視的反同公投，我們知道反同團體要阻撓的並不只是同志能否結婚，更包含了真正影響台灣未來的多元性別教育。他們披著友善與愛的外衣，持續將同志族群排拒在台灣社會之外。 　 然而我們也看見公民社會的進步力量不斷匯聚與團結，這是台灣同志運動三十多年來極重要而關鍵的一刻。 　 同志與非同志，並沒有什麼不同，都一樣是人，都一樣值得完整的尊重。同志是子女，是父母，是你的兄弟姐妹，鄰居朋友，並且像任何一個台灣人一樣，期待更好的生活、抱有希望、想要實現夢想，而面對攻擊，也一樣會感到挫折、感到恐懼。 　　 從上個月的平權公投連署經驗，我們明白「溝通」就是成功的關鍵。除了和身邊的人們溝通，我們也將統整所有資源，全面組織各地方的支持能量，並進行全國性的、相互合作的政治遊說。 過去的同志運動從沒走到如今這個地步，同志社群也從未面臨現今的拉鋸，而面對有史以來台灣性別運動最大的挑戰，我們勢必齊心一志，相信台灣的公民社會，努力去對話、去拉票、回家投票。 　　 婚姻平權是為了圓滿每個人的幸福，性別平等教育是為了要讓下一代在尊重而友善的環境中長大。公投就在眼前，我們邀請全台灣的人民一起，對實為「礙」家的愛家公投三案，投下三個不同意票，並且對支持婚姻平權、性別平等教育的平權公投兩案，投下兩個同意票。 　 為了贏得這場對台灣影響甚鉅的公投選戰，各團體盤點了彼此的資源與工作，將整合婚姻平權運動的有限資源，延續過去為平權公投連署的合作模式，不管是在「平權公投」兩個同意票、與「愛家公投」三個不同意票相關訊息的整合宣傳，或是各地組織統整的協力合作，共同為接下來的公投選戰努力。 距離年底公投，剩下最後60天，最後兩個月我們要一起努力用「兩好三壞」，投出台灣未來。 　 　 婚姻平權大平台-相挺為平權，全民撐同志 社團法人台灣伴侶權益推動聯盟 平權前夕・彩虹起義 性別平等教育大平台 共同聲明
62,感謝所有的連署人，感謝在街頭擺攤拉連署的、擔任車手全台送物資的、熬夜清點造冊的志工們，因為每一個你的努力，平權公投兩案已經全部送件成功、由中選會轉寄至各地戶政事務所進行查對。 經平權公投的夥伴與中選會共同清點交接，最終送件的確切數字分別為 婚姻平權案 473960份 性平教育案 478514份 實在很抱歉，在8/31後，我們仍持續不斷收到各地寄來、親自送來的連署書，雖然最終婚姻平權案收到超過55萬份，但即使小組與志工們拚盡全力分區造冊，四處拜託印刷廠幫忙趕工複印以便繳交中選會要求的「正本副本各一份」，還是無法將所有連署書都分區造冊完，因此最終只能送出47萬份。 但也很幸運，由於中選會一天清點不完兩案，要求性平教育案隔天送件，所以我們多爭取到一天的造冊時間，因此性平教育案比9/4記者會上估算的多送件7萬份🌈 未成功送件的連署書，我們會待中選會查對完成、確定不用補件後，在第三方律師見證下擇定合適方法、確保個資沒有任何外流的可能性之下銷毀。 感謝有你。感謝每一個你。 我們一起，把奇蹟延續下去。
63,一個多禮拜前，我們清點了手上收到的連署書，只有十五萬份。 那時候沒有人知道，我們到底能不能夠達標。 我們向大家告急，告訴大家我們還缺少這十五萬個名字，很急。 我們所擁有的時間真的真的太短了，在這之前，沒有一個公投案，能夠在一個月內收到這個數字。 而後，那一天，全台各地紛紛揚起了彩虹旗。我們在一個週末收到了八萬份的連署書，距離達標只剩下七萬。 就是那一夜，我們知道我們一定不會輸。 這之後，我們開始沒日沒夜的分區，造冊。辦公室的門口陸續出現數不盡的陌生面孔。 連署書一張一張送來，堆積在辦公室的角落、走道，志工們一個一個出現，夜以繼日地整理起這些連署書。 他們的眼神越來越疲憊，卻越來越堅毅。問起他們還能在這裡待多久，有很多人只是靜靜地說： 我是不會走的。 這塊土地常常讓人感到失望，但從未讓人絕望。 在最困頓的時刻，我們只能在這裡等著，只是在這裡等著。然後他們就來了，來了就在這裡無止盡的戰鬥著，來了，就不願再離開了。 最後，我們收了超過一百萬份的連署書。 雖然還有很大一部份來不及造冊與送印，但最後我們收到的數量，兩案加起來已超過百萬。 我們做到了，我們不只做到了。 一百萬個名字，無數個我們來不及記住名字的人。 這一切，只該歸功於這些日子站出來的每一個人 這一切從未驚天動地，也不見耀眼光芒。一百萬張連署書靜靜躺在那裡，悄悄地撼動了這塊土地的未來。 這不是奇蹟，這是這塊土地一直都有的力量。 我們沒有錢，沒有權，沒有嚴謹的組織，沒有龐大的勢力。 但我們有血肉，有溫柔與善良。 我們有愛，我們有真正的信仰。 -- 我們知道，每一次的行動完成，都只是下一次行動的開始。 這條路還很長，但我們說好一起走，就會一起好好走下去。 我們知道，最重要的從來不是我們在昨天燃燒了多少，而是在我們終於望見的未來，好好的，好好的把這個火炬傳下去。 11 / 24 讓我們一起投票，捍衛我們所堅信的價值。我們不會輸的，我們要讓這塊土地上所有的人，再一次看見我們的力量。 平權前夕，彩虹起義。 讓我們再一次讓彩虹旗在每一個城市，每一條街道揚起。讓我們一次又一次朝那個目標前進，直到有一天，這塊土地上的人們真正相愛相知，不再有生命為了自己的愛不被認同而碎裂。 有一天我們將不會再為了這面彩色的旗幟而感動，有一天我們的愛可以是任何顏色。 每一個顏色，都好看，都值得。 參加公投決戰，請填寫下列表單，一起整合各地的力量，為下一階段備戰 👉👉👉 https://goo.gl/bNmWDh ＃彩虹起義 ＃Vote4LGBT
64,LIVE 📹 百萬公民站出來 平權公投連署書送交中選會記者會🌈
65,LIVE 📹 百萬公民站出來 平權公投連署書送交中選會記者會🌈
66,平權連署書送交中選會記者會，即將開始 🌈 這一個月的努力，是所有志工辛勞的成果，一起見證這歷史性的一刻！ 👉🏻時間：9/4 10:00-10:30 👉🏻地點：中選會「濟南路側廣場」（立法院群賢樓對面）
67,【支援前線】 義勇軍招募中：https://goo.gl/bNmWDh 連署書、點鈔蠟、長尾夾、流水章、造冊封面——這是幾天來，三重總部與小南門辦公室之間，最熱烈流動的物資。大家分工合作，把人和物資送來送去，像是在玩一場超大型的「支援前線」，不眠不休，24小時不斷電。這一切就是為了在9/4一早，準時把連署書送到中選會，讓大家整個夏天的汗水，化作平權前線的彈藥。 於此同時，很多義勇軍也在詢問：下一步是什麼？我們現在要做什麼？ 如果你已經準備好，進入下一個階段的「支援前線」，這是你接下來可以採取的行動： 1.好好休息，備戰公投 送件之後，我們將規劃一系列的活動，讓過去實戰經驗能擴大價值，全力催出 500 萬張支持婚姻平權、性平教育的公投選票（當然也不能忘記對反同公投的不同意票）。請在這段時間好好休息、調節體力，準備好最佳的身心狀態。一起迎接公投催票戰！ 2.填寫表單，加入義勇軍 我們會舉辦一系列的培訓、組織活動，讓大家可以把連署階段的經驗轉化成更強大的戰力。我們需要已經參戰過的熟練老兵，也需要更多充滿衝勁的生力軍。請務必鎖定粉專、社團，接收資訊。 馬上填寫表單 👉👉👉 https://goo.gl/bNmWDh 3.聲援記者會，護送連署書 明天早上，我們會將連署書送交中選會，並舉辦記者會。這一個月的努力，是所有志工辛勞的成果，我們想邀請大家一同參與，請大家帶著自己的 #彩虹識別物，一起見證這歷史性的一刻！ 集合時間；9/4 早上 9 點（就是明天！） 集合地點：徐州路 5 號，中央聯合辦公大樓門口 同時，再次強調要好好休息，儲備能量。（休息很重要所以要說三次） 接下來，我們要一起支援前線，一人再拉十人，參加活動，協助催票。一起打贏這場不能輸的戰役！ 在這段時間裡，也請義勇軍動動手指，支援另外兩個路線的平權前線： 1.填寫婚姻平權大平台的百萬不同意票名冊： https://nofear.equallove.tw/xxx 2.填寫伴侶盟的公投反對辦事處名冊： https://ppt.cc/fUw0Ux 若對這兩個活動有相關問題，也歡迎直接聯繫  婚姻平權大平台-相挺為平權，全民撐同志和  社團法人台灣伴侶權益推動聯盟。
68,【33萬】 我們又過了一關，再次創造奇蹟了。 　 37天33萬份，平均每天將近九千份。這是大家的意志、勇氣與祝福，我們一起締造了公投史的紀錄。我們的速度，將近反同公投的兩倍，這也是一個非常明確的信號，讓政府聽到我們追求平權的心思有多堅定。 我們將會繼續收件到8/31的中午，如果你手上還有連署書，歡迎送到三重總部或各地的最後衝刺收件點。雖然數字已經達標，但每一份連署書，都會為我們多增加一分保險，也會讓我們的聲音更擴大一分。 此刻我們正全力分區造冊中，預計將在下週二送往中選會。也恭喜一路合作的 進擊的台灣隊-Team Taiwan，他們將在週一送件。（我們原擬下週一也立刻送件，但中選會這週已被大量連署書塞爆，一天只受理一案，因此希望我們週二再送） 這段時間大家都辛苦了。我們沒有反同公投那麼巨量的資源，但我們靠著自己的肉身與精神，一步一步拼到了這裡。 　 送件之後，大家也請一定要好好睡一覺，放鬆一下。 運動是長久的，請大家一定要保重自己，每一位都很珍貴。然後，我們才有足夠的力氣，再來面對年底的公投投票。 　 11/24，我們要號招更多人來對「平權公投」投下同意票，並且對「反同公投」投下不同意票。有了這一次的經驗，我們都已是更精熟於宣揚平權理念的老兵了。33萬人，通通都是義勇軍的種子。 從現在開始到11/24，讓我們一起捲動更多人，徹底改變台灣。 　 💪參加公投決戰，請填寫下列表單，我們一起整合各地的力量，為下一階段備戰：https://goo.gl/forms/r6GFSVa8dbvIW6qs2 --- 最後衝刺收件點（已截止）👉 https://goo.gl/FPcY81 我們需要更多義勇軍加入整理連署書的工作，你可以前往👉 新北市三重區三和路三段16巷1號 時間👉隨時可加入，最缺人的時段為晚上10點到隔日中午12點。（24小時全天候開放！）
69,🌈最後一天！8/30 (四)連署攤位看這邊🌈 　 ＊若因遭場地管理者驅趕或天候等不可抗力，攤位可能移動，我們將盡快更新到表單上，若找不到攤位建議立即前往下一個＊ 　 分享攤位資訊👉 http://pi.piee.pw/A9EU8 最後衝刺收件點（已截止）👉 https://goo.gl/FPcY81 　 💻電子連署（列印後簽名，以限時信寄出） https://petition.vote4.lgbt 　 郵寄地址：24199 三重正義郵局第605號信箱 連署教學大全：https://pse.is/9LZPU 下載【連署書】👉 https://pse.is/9GETQ ＃彩虹起義 ＃我連署我驕傲 ＃Vote4LGBT
70,＊請勿再前往小南門辦公處＊ 感謝大家熱心前往辦公處所繳交或填寫連署書，但 ＃小南門僅造冊不收件。很抱歉在發文第一時間未即時說明備註。 請大家切勿再前往小南門繳交或填寫，若有還想繳交的朋友，還請幫忙提醒， ＃只有三重總部能交件。非常感謝大家！ 三重總部 新北市三重區三和路三段16巷1號  (02) 2988-9719
71,各位好，非常感謝連署書的各位、更感謝所有加入擺攤行動的義勇軍！ 遺憾的是，由於不斷有義勇軍反映街頭上有許多以混淆手法騙取連署書的狀況，如「揮舞彩虹旗招攬連署，實際上提供的是反同公投連署書」等。 我們強烈建議各位 ＃多加利用粉專上公布的攤點和代收點 延長代收點👉 http://user18103.psee.io/A4HYZ 最後衝刺收件點👉 https://pse.is/9TMKW 攤位資訊👉 http://re.piee.pw/A693A 對於其他自發性發起的代收行動、告知您個人或攤位可以「順路送到三重辦公室」的邀請，還請大家多加確認，盡可能分辨出真正善意的邀請。 若要請人代送連署書至攤位或辦公室，請以熟識信任的朋友為主，保護自己的個資安全。 非常感謝所有發起連署行動的每一個你，很抱歉因為上述的狀況，必須提醒大家多加注意。 加油，只差一點。我們不能輸，我們不會輸。 💻電子連署（列印後簽名，以限時信寄出） https://petition.vote4.lgbt 郵寄地址：24199 三重正義郵局第605號信箱 連署教學大全：https://pse.is/9LZPU 下載【連署書】👉 https://pse.is/9GETQ ＃彩虹起義 ＃我連署我驕傲 ＃Vote4LGBT
